station_id,station_name,timestamp,free_bikes,empty_slots,extra_uid,extra_last_updated,extra_slots,extra_normal_bikes,extra_ebikes
2cdf0b7a087c888dee45f8c619ea5bb2,Aquarium,2024-12-17T19:39:32.742673Z,6.0,8.0,4,1734464266.0,15.0,5.0,1.0
2d16841278003915e01f897638776f63,Parque de Oza,2024-12-17T19:39:32.743149Z,6.0,9.0,49,1734464256.0,15.0,6.0,0.0
305b3112f5f1083876b2ce9146742596,Aparcamiento Matogrande,2024-12-17T19:39:32.742804Z,6.0,9.0,15,1734464228.0,15.0,6.0,0.0
447505d0e57db2f71d7572ceedcbb046,Agrela,2024-12-17T19:39:32.742951Z,4.0,19.0,28,1734464329.0,23.0,2.0,2.0
4c0262f67097091b43ca54b09a072bce,Paseo de Los Puentes,2024-12-17T19:39:32.742861Z,1.0,18.0,20,1734464266.0,19.0,0.0,1.0
5053bbeb34b876b59c45121ab341af93,Ágora,2024-12-17T19:39:32.743105Z,2.0,21.0,44,1734464330.0,23.0,1.0,1.0
5330f247a28be53b762427542867dd73,Campo de La Leña (Plaza De España),2024-12-17T19:39:32.742838Z,1.0,13.0,18,1734464315.0,15.0,0.0,1.0
7446dcc290f2570a47d4ed2bc9282ceb,Cuatro Caminos,2024-12-17T19:39:32.743160Z,6.0,15.0,50,1734464188.0,23.0,4.0,2.0
75e54fb28a5679603047bbd282047916,Puerto - Palexco,2024-12-17T19:39:32.742700Z,10.0,5.0,6,1734464293.0,15.0,10.0,0.0
88a676510bd52100c911fb1a9b5f87b4,Expocoruna,2024-12-17T19:39:32.743006Z,4.0,13.0,33,1734464265.0,19.0,4.0,0.0
8c078d095787b97917c07ab40bf3594e,Plaza Recife,2024-12-17T19:39:32.743138Z,3.0,12.0,47,1734464168.0,15.0,3.0,0.0
8dfd4b95e7f499296e03312c5b1f9e22,Plaza de San Rosendo,2024-12-17T19:39:32.742850Z,2.0,13.0,19,1734464269.0,15.0,2.0,0.0
938a003c099dc9b2c7411f2000b88022,Puerta Real,2024-12-17T19:39:32.742884Z,6.0,16.0,22,1734464264.0,23.0,6.0,0.0
95a1abdf86ec8d29deb7380938c2e02e,Plaza de Conchiñas,2024-12-17T19:39:32.742769Z,1.0,14.0,12,1734464343.0,15.0,0.0,1.0
9ba72d8f143fb690546e6950b2d53c97,Estación Tren,2024-12-17T19:39:32.742735Z,2.0,12.0,9,1734464183.0,15.0,2.0,0.0
9e7f93baecab42d934a507a9ef7e5938,Adormideras,2024-12-17T19:39:32.742928Z,4.0,14.0,26,1734464286.0,19.0,3.0,1.0
9e84dc079b6d308cb74dedeb0f98f345,Marineda,2024-12-17T19:39:32.742962Z,2.0,20.0,29,1734464219.0,23.0,2.0,0.0
a2893fa94f1de9a32b0b210b994f3e10,Parque de Santa Margarita,2024-12-17T19:39:32.743203Z,0.0,12.0,54,1734464279.0,13.0,0.0,0.0
a876e4f21fbf7e9873b395485d080c1f,Ciudad Escolar,2024-12-17T19:39:32.743029Z,15.0,2.0,36,1734464199.0,19.0,14.0,1.0
b376679bc7b9464f8f0edc775d71d5ad,Parque de Eirís,2024-12-17T19:39:32.742995Z,3.0,16.0,32,1734464197.0,19.0,3.0,0.0
b55aa9b4a84ef790d95fe5c43e4bd1ad,Novo Mesoiro,2024-12-17T19:39:32.742973Z,0.0,17.0,30,1734464293.0,17.0,0.0,0.0
bf735b3d92053c97f825a333f6686aac,Chuac,2024-12-17T19:39:32.743171Z,4.0,15.0,51,1734464206.0,19.0,4.0,0.0
c158d9e1e35d2323bb2bbf49da32c47b,Casa de Sol,2024-12-17T19:39:32.742815Z,1.0,14.0,16,1734464320.0,16.0,0.0,1.0
cc7469fb9362066706da43aafbe02e1f,Centro deportivo Elviña,2024-12-17T19:39:32.743181Z,6.0,13.0,52,1734464217.0,19.0,5.0,1.0
d03cf3099b20bc41dddaf4ee8b282dfa,Maestranza,2024-12-17T19:39:32.743017Z,7.0,9.0,35,1734464285.0,19.0,3.0,6.0
d9b01b13fb85506d591617ab5e8cf4bc,Mirador de los Castros,2024-12-17T19:39:32.742746Z,7.0,12.0,10,1734464211.0,19.0,7.0,0.0
daa753bf3bdb6d5b722734d126b843b1,Plaza de Vigo,2024-12-17T19:39:32.742781Z,4.0,13.0,13,1734464309.0,19.0,4.0,0.0
e97735d79704dc080f7ee1a2af1e402f,Obelisco,2024-12-17T19:39:32.742712Z,4.0,17.0,7,1734464332.0,23.0,4.0,0.0
f04ee4ffca2a6f3daacba88a9eee8487,Millenium,2024-12-17T19:39:32.743225Z,9.0,5.0,56,1734464282.0,15.0,9.0,0.0
f702a7b2b1631ace3781c405acb99b70,Praza de Ourense,2024-12-17T19:39:32.743073Z,10.0,5.0,41,1734464309.0,15.0,10.0,0.0
f86954a7b51703f735bce5b549cb4e16,Parque del Agra,2024-12-17T19:39:32.743117Z,0.0,15.0,45,1734464235.0,15.0,0.0,0.0
fb0d3f40ea7570546b171b43ccd57a2a,Rosales-Labañou,2024-12-17T19:39:32.743128Z,5.0,10.0,46,1734464317.0,15.0,5.0,0.0
fee1ae73b32ffb83e1bf3f6e83e616b7,Centro Cívico Monelos,2024-12-17T19:39:32.742873Z,5.0,10.0,21,1734464343.0,15.0,5.0,0.0
023efce1bbb332a1b918d56aeb671890,Avenida de Arteixo,2024-12-17T19:42:33.678607Z,2.0,13.0,53,1734464379.0,15.0,2.0,0.0
02cecd02915c86d7ab8034b61b19da0e,Mercado de Monte Alto,2024-12-17T19:42:33.678457Z,1.0,13.0,43,1734464491.0,15.0,0.0,1.0
030c4027b0bea390e562645c7082db4c,Los Rosales,2024-12-17T19:42:33.677960Z,2.0,23.0,11,1734464470.0,25.0,1.0,1.0
0e3aa0134a2f3d07ae5bd093e6af9a33,Plaza de Portugal,2024-12-17T19:42:33.678639Z,6.0,14.0,55,1734464376.0,20.0,6.0,0.0
104e0797759d11ac22a61cfed357800b,Ventorrillo,2024-12-17T19:42:33.678235Z,2.0,15.0,27,1734464372.0,18.0,1.0,2.0
10af3b0e504fc241415d4047a58bfb5b,Cd Castrillón,2024-12-17T19:42:33.678168Z,5.0,10.0,23,1734464442.0,15.0,5.0,0.0
15b6693701eb534cddabc0bdd4c3b8a2, Pablo Picasso,2024-12-17T19:42:33.678200Z,12.0,7.0,25,1734464387.0,19.0,12.0,0.0
16d30b6bb080c9ceac0ab0ca3b20111a,Barrio de las Flores,2024-12-17T19:42:33.678302Z,13.0,9.0,31,1734464440.0,23.0,10.0,4.0
18b3d4c21c5cec9d8e25fa0a6cab109a,Torre de Hércules,2024-12-17T19:42:33.677827Z,10.0,4.0,5,1734464394.0,15.0,10.0,0.0
18e32269ce7f371acf5ca7f016b07a2a,Campo de Marte,2024-12-17T19:42:33.678058Z,3.0,12.0,17,1734464395.0,15.0,0.0,3.0
198820c7b5fc5681e896110c4383a4a0,Hospital Abente y Lago,2024-12-17T19:42:33.678441Z,2.0,13.0,42,1734464430.0,15.0,2.0,0.0
1a77b47ff9c828307610737e1a9046c3,Plaza de Tabacos,2024-12-17T19:42:33.678007Z,10.0,9.0,14,1734464451.0,19.0,10.0,0.0
1df27d4197c65e404466107444967600,Casa del Agua,2024-12-17T19:42:33.678667Z,11.0,4.0,57,1734464392.0,16.0,11.0,0.0
2139f0834a27ab807a5edb3420c2841e,Plaza De Pontevedra,2024-12-17T19:42:33.677745Z,12.0,16.0,3,1734464510.0,29.0,12.0,0.0
280380564f13b15dbc782a43d2426689,Estación Autobuses,2024-12-17T19:42:33.677904Z,3.0,12.0,8,1734464527.0,15.0,3.0,0.0
2ad08bdfd5fda295855b0297d410716f,Orillamar,2024-12-17T19:42:33.678410Z,0.0,15.0,40,1734464456.0,15.0,0.0,0.0
2cdf0b7a087c888dee45f8c619ea5bb2,Aquarium,2024-12-17T19:42:33.677776Z,6.0,8.0,4,1734464450.0,15.0,5.0,1.0
2d16841278003915e01f897638776f63,Parque de Oza,2024-12-17T19:42:33.678542Z,6.0,9.0,49,1734464439.0,15.0,6.0,0.0
305b3112f5f1083876b2ce9146742596,Aparcamiento Matogrande,2024-12-17T19:42:33.678024Z,6.0,9.0,15,1734464411.0,15.0,6.0,0.0
447505d0e57db2f71d7572ceedcbb046,Agrela,2024-12-17T19:42:33.678252Z,4.0,19.0,28,1734464512.0,23.0,2.0,2.0
4c0262f67097091b43ca54b09a072bce,Paseo de Los Puentes,2024-12-17T19:42:33.678113Z,1.0,18.0,20,1734464451.0,19.0,0.0,1.0
5053bbeb34b876b59c45121ab341af93,Ágora,2024-12-17T19:42:33.678474Z,2.0,21.0,44,1734464513.0,23.0,1.0,1.0
5330f247a28be53b762427542867dd73,Campo de La Leña (Plaza De España),2024-12-17T19:42:33.678076Z,1.0,13.0,18,1734464498.0,15.0,0.0,1.0
7446dcc290f2570a47d4ed2bc9282ceb,Cuatro Caminos,2024-12-17T19:42:33.678558Z,5.0,16.0,50,1734464372.0,23.0,4.0,1.0
75e54fb28a5679603047bbd282047916,Puerto - Palexco,2024-12-17T19:42:33.677849Z,10.0,5.0,6,1734464476.0,15.0,10.0,0.0
88a676510bd52100c911fb1a9b5f87b4,Expocoruna,2024-12-17T19:42:33.678334Z,4.0,13.0,33,1734464449.0,19.0,4.0,0.0
8c078d095787b97917c07ab40bf3594e,Plaza Recife,2024-12-17T19:42:33.678524Z,3.0,12.0,47,1734464353.0,15.0,3.0,0.0
8dfd4b95e7f499296e03312c5b1f9e22,Plaza de San Rosendo,2024-12-17T19:42:33.678093Z,2.0,13.0,19,1734464452.0,15.0,2.0,0.0
938a003c099dc9b2c7411f2000b88022,Puerta Real,2024-12-17T19:42:33.678149Z,7.0,15.0,22,1734464447.0,23.0,7.0,0.0
95a1abdf86ec8d29deb7380938c2e02e,Plaza de Conchiñas,2024-12-17T19:42:33.677976Z,1.0,14.0,12,1734464524.0,15.0,0.0,1.0
9ba72d8f143fb690546e6950b2d53c97,Estación Tren,2024-12-17T19:42:33.677925Z,2.0,12.0,9,1734464364.0,15.0,2.0,0.0
9e7f93baecab42d934a507a9ef7e5938,Adormideras,2024-12-17T19:42:33.678218Z,3.0,14.0,26,1734464469.0,19.0,3.0,1.0
9e84dc079b6d308cb74dedeb0f98f345,Marineda,2024-12-17T19:42:33.678270Z,2.0,20.0,29,1734464403.0,23.0,2.0,0.0
a2893fa94f1de9a32b0b210b994f3e10,Parque de Santa Margarita,2024-12-17T19:42:33.678623Z,0.0,12.0,54,1734464463.0,13.0,0.0,0.0
a876e4f21fbf7e9873b395485d080c1f,Ciudad Escolar,2024-12-17T19:42:33.678365Z,15.0,2.0,36,1734464382.0,19.0,14.0,1.0
b376679bc7b9464f8f0edc775d71d5ad,Parque de Eirís,2024-12-17T19:42:33.678318Z,3.0,16.0,32,1734464382.0,19.0,3.0,0.0
b55aa9b4a84ef790d95fe5c43e4bd1ad,Novo Mesoiro,2024-12-17T19:42:33.678286Z,0.0,17.0,30,1734464477.0,17.0,0.0,0.0
bf735b3d92053c97f825a333f6686aac,Chuac,2024-12-17T19:42:33.678574Z,4.0,15.0,51,1734464389.0,19.0,4.0,0.0
c158d9e1e35d2323bb2bbf49da32c47b,Casa de Sol,2024-12-17T19:42:33.678040Z,1.0,14.0,16,1734464502.0,16.0,1.0,0.0
cc7469fb9362066706da43aafbe02e1f,Centro deportivo Elviña,2024-12-17T19:42:33.678591Z,5.0,12.0,52,1734464398.0,19.0,5.0,2.0
d03cf3099b20bc41dddaf4ee8b282dfa,Maestranza,2024-12-17T19:42:33.678350Z,7.0,11.0,35,1734464468.0,19.0,3.0,4.0
d9b01b13fb85506d591617ab5e8cf4bc,Mirador de los Castros,2024-12-17T19:42:33.677944Z,7.0,12.0,10,1734464392.0,19.0,7.0,0.0
daa753bf3bdb6d5b722734d126b843b1,Plaza de Vigo,2024-12-17T19:42:33.677991Z,4.0,13.0,13,1734464492.0,19.0,4.0,0.0
e97735d79704dc080f7ee1a2af1e402f,Obelisco,2024-12-17T19:42:33.677877Z,5.0,16.0,7,1734464515.0,23.0,5.0,0.0
f04ee4ffca2a6f3daacba88a9eee8487,Millenium,2024-12-17T19:42:33.678653Z,9.0,5.0,56,1734464465.0,15.0,9.0,0.0
f702a7b2b1631ace3781c405acb99b70,Praza de Ourense,2024-12-17T19:42:33.678425Z,10.0,5.0,41,1734464492.0,15.0,10.0,0.0
f86954a7b51703f735bce5b549cb4e16,Parque del Agra,2024-12-17T19:42:33.678491Z,1.0,14.0,45,1734464419.0,15.0,0.0,1.0
fb0d3f40ea7570546b171b43ccd57a2a,Rosales-Labañou,2024-12-17T19:42:33.678508Z,5.0,10.0,46,1734464501.0,15.0,5.0,0.0
fee1ae73b32ffb83e1bf3f6e83e616b7,Centro Cívico Monelos,2024-12-17T19:42:33.678132Z,5.0,10.0,21,1734464527.0,15.0,5.0,0.0
023efce1bbb332a1b918d56aeb671890,Avenida de Arteixo,2024-12-17T19:45:31.699655Z,2.0,13.0,53,1734464565.0,15.0,2.0,0.0
02cecd02915c86d7ab8034b61b19da0e,Mercado de Monte Alto,2024-12-17T19:45:31.699544Z,1.0,13.0,43,1734464675.0,15.0,0.0,1.0
030c4027b0bea390e562645c7082db4c,Los Rosales,2024-12-17T19:45:31.699021Z,2.0,23.0,11,1734464653.0,25.0,1.0,1.0
0e3aa0134a2f3d07ae5bd093e6af9a33,Plaza de Portugal,2024-12-17T19:45:31.699676Z,6.0,14.0,55,1734464559.0,20.0,6.0,0.0
104e0797759d11ac22a61cfed357800b,Ventorrillo,2024-12-17T19:45:31.699293Z,2.0,16.0,27,1734464553.0,18.0,1.0,1.0
10af3b0e504fc241415d4047a58bfb5b,Cd Castrillón,2024-12-17T19:45:31.699235Z,5.0,10.0,23,1734464625.0,15.0,5.0,0.0
15b6693701eb534cddabc0bdd4c3b8a2, Pablo Picasso,2024-12-17T19:45:31.699262Z,12.0,7.0,25,1734464568.0,19.0,12.0,0.0
16d30b6bb080c9ceac0ab0ca3b20111a,Barrio de las Flores,2024-12-17T19:45:31.699350Z,13.0,9.0,31,1734464623.0,23.0,10.0,4.0
18b3d4c21c5cec9d8e25fa0a6cab109a,Torre de Hércules,2024-12-17T19:45:31.698861Z,5.0,9.0,5,1734464577.0,15.0,5.0,0.0
18e32269ce7f371acf5ca7f016b07a2a,Campo de Marte,2024-12-17T19:45:31.699148Z,3.0,12.0,17,1734464578.0,15.0,0.0,3.0
198820c7b5fc5681e896110c4383a4a0,Hospital Abente y Lago,2024-12-17T19:45:31.699529Z,2.0,13.0,42,1734464615.0,15.0,2.0,0.0
1a77b47ff9c828307610737e1a9046c3,Plaza de Tabacos,2024-12-17T19:45:31.699087Z,9.0,10.0,14,1734464637.0,19.0,9.0,0.0
1df27d4197c65e404466107444967600,Casa del Agua,2024-12-17T19:45:31.699697Z,11.0,4.0,57,1734464573.0,16.0,11.0,0.0
2139f0834a27ab807a5edb3420c2841e,Plaza De Pontevedra,2024-12-17T19:45:31.698777Z,13.0,15.0,3,1734464692.0,29.0,13.0,0.0
280380564f13b15dbc782a43d2426689,Estación Autobuses,2024-12-17T19:45:31.698917Z,3.0,12.0,8,1734464527.0,15.0,3.0,0.0
2ad08bdfd5fda295855b0297d410716f,Orillamar,2024-12-17T19:45:31.699489Z,0.0,15.0,40,1734464638.0,15.0,0.0,0.0
2cdf0b7a087c888dee45f8c619ea5bb2,Aquarium,2024-12-17T19:45:31.698830Z,6.0,8.0,4,1734464633.0,15.0,5.0,1.0
2d16841278003915e01f897638776f63,Parque de Oza,2024-12-17T19:45:31.699611Z,6.0,9.0,49,1734464622.0,15.0,6.0,0.0
305b3112f5f1083876b2ce9146742596,Aparcamiento Matogrande,2024-12-17T19:45:31.699109Z,6.0,9.0,15,1734464595.0,15.0,6.0,0.0
447505d0e57db2f71d7572ceedcbb046,Agrela,2024-12-17T19:45:31.699307Z,4.0,19.0,28,1734464695.0,23.0,2.0,2.0
4c0262f67097091b43ca54b09a072bce,Paseo de Los Puentes,2024-12-17T19:45:31.699193Z,2.0,17.0,20,1734464634.0,19.0,0.0,2.0
5053bbeb34b876b59c45121ab341af93,Ágora,2024-12-17T19:45:31.699558Z,2.0,21.0,44,1734464696.0,23.0,1.0,1.0
5330f247a28be53b762427542867dd73,Campo de La Leña (Plaza De España),2024-12-17T19:45:31.699162Z,1.0,13.0,18,1734464682.0,15.0,0.0,1.0
7446dcc290f2570a47d4ed2bc9282ceb,Cuatro Caminos,2024-12-17T19:45:31.699622Z,6.0,15.0,50,1734464555.0,23.0,5.0,1.0
75e54fb28a5679603047bbd282047916,Puerto - Palexco,2024-12-17T19:45:31.698884Z,10.0,5.0,6,1734464660.0,15.0,10.0,0.0
88a676510bd52100c911fb1a9b5f87b4,Expocoruna,2024-12-17T19:45:31.699378Z,4.0,13.0,33,1734464634.0,19.0,4.0,0.0
8c078d095787b97917c07ab40bf3594e,Plaza Recife,2024-12-17T19:45:31.699600Z,4.0,11.0,47,1734464537.0,15.0,3.0,1.0
8dfd4b95e7f499296e03312c5b1f9e22,Plaza de San Rosendo,2024-12-17T19:45:31.699177Z,3.0,12.0,19,1734464635.0,15.0,2.0,1.0
938a003c099dc9b2c7411f2000b88022,Puerta Real,2024-12-17T19:45:31.699221Z,7.0,15.0,22,1734464630.0,23.0,7.0,0.0
95a1abdf86ec8d29deb7380938c2e02e,Plaza de Conchiñas,2024-12-17T19:45:31.699054Z,1.0,14.0,12,1734464524.0,15.0,0.0,1.0
9ba72d8f143fb690546e6950b2d53c97,Estación Tren,2024-12-17T19:45:31.698945Z,2.0,12.0,9,1734464546.0,15.0,2.0,0.0
9e7f93baecab42d934a507a9ef7e5938,Adormideras,2024-12-17T19:45:31.699279Z,3.0,14.0,26,1734464651.0,19.0,3.0,1.0
9e84dc079b6d308cb74dedeb0f98f345,Marineda,2024-12-17T19:45:31.699321Z,3.0,19.0,29,1734464586.0,23.0,3.0,0.0
a2893fa94f1de9a32b0b210b994f3e10,Parque de Santa Margarita,2024-12-17T19:45:31.699665Z,0.0,12.0,54,1734464646.0,13.0,0.0,0.0
a876e4f21fbf7e9873b395485d080c1f,Ciudad Escolar,2024-12-17T19:45:31.699405Z,14.0,3.0,36,1734464564.0,19.0,14.0,0.0
b376679bc7b9464f8f0edc775d71d5ad,Parque de Eirís,2024-12-17T19:45:31.699364Z,3.0,16.0,32,1734464566.0,19.0,3.0,0.0
b55aa9b4a84ef790d95fe5c43e4bd1ad,Novo Mesoiro,2024-12-17T19:45:31.699335Z,0.0,17.0,30,1734464660.0,17.0,0.0,0.0
bf735b3d92053c97f825a333f6686aac,Chuac,2024-12-17T19:45:31.699633Z,4.0,15.0,51,1734464573.0,19.0,4.0,0.0
c158d9e1e35d2323bb2bbf49da32c47b,Casa de Sol,2024-12-17T19:45:31.699132Z,2.0,13.0,16,1734464683.0,16.0,1.0,1.0
cc7469fb9362066706da43aafbe02e1f,Centro deportivo Elviña,2024-12-17T19:45:31.699644Z,5.0,14.0,52,1734464580.0,19.0,5.0,0.0
d03cf3099b20bc41dddaf4ee8b282dfa,Maestranza,2024-12-17T19:45:31.699391Z,7.0,11.0,35,1734464652.0,19.0,3.0,4.0
d9b01b13fb85506d591617ab5e8cf4bc,Mirador de los Castros,2024-12-17T19:45:31.698968Z,7.0,12.0,10,1734464576.0,19.0,7.0,0.0
daa753bf3bdb6d5b722734d126b843b1,Plaza de Vigo,2024-12-17T19:45:31.699072Z,4.0,13.0,13,1734464674.0,19.0,4.0,0.0
e97735d79704dc080f7ee1a2af1e402f,Obelisco,2024-12-17T19:45:31.698901Z,5.0,16.0,7,1734464698.0,23.0,5.0,0.0
f04ee4ffca2a6f3daacba88a9eee8487,Millenium,2024-12-17T19:45:31.699687Z,9.0,5.0,56,1734464649.0,15.0,9.0,0.0
f702a7b2b1631ace3781c405acb99b70,Praza de Ourense,2024-12-17T19:45:31.699513Z,12.0,3.0,41,1734464675.0,15.0,11.0,1.0
f86954a7b51703f735bce5b549cb4e16,Parque del Agra,2024-12-17T19:45:31.699572Z,2.0,13.0,45,1734464600.0,15.0,0.0,2.0
fb0d3f40ea7570546b171b43ccd57a2a,Rosales-Labañou,2024-12-17T19:45:31.699586Z,5.0,10.0,46,1734464684.0,15.0,5.0,0.0
fee1ae73b32ffb83e1bf3f6e83e616b7,Centro Cívico Monelos,2024-12-17T19:45:31.699208Z,5.0,10.0,21,1734464527.0,15.0,5.0,0.0
023efce1bbb332a1b918d56aeb671890,Avenida de Arteixo,2024-12-17T19:45:31.699655Z,2.0,13.0,53,1734464565.0,15.0,2.0,0.0
02cecd02915c86d7ab8034b61b19da0e,Mercado de Monte Alto,2024-12-17T19:45:31.699544Z,1.0,13.0,43,1734464675.0,15.0,0.0,1.0
030c4027b0bea390e562645c7082db4c,Los Rosales,2024-12-17T19:45:31.699021Z,2.0,23.0,11,1734464653.0,25.0,1.0,1.0
0e3aa0134a2f3d07ae5bd093e6af9a33,Plaza de Portugal,2024-12-17T19:45:31.699676Z,6.0,14.0,55,1734464559.0,20.0,6.0,0.0
104e0797759d11ac22a61cfed357800b,Ventorrillo,2024-12-17T19:45:31.699293Z,2.0,16.0,27,1734464553.0,18.0,1.0,1.0
10af3b0e504fc241415d4047a58bfb5b,Cd Castrillón,2024-12-17T19:45:31.699235Z,5.0,10.0,23,1734464625.0,15.0,5.0,0.0
15b6693701eb534cddabc0bdd4c3b8a2, Pablo Picasso,2024-12-17T19:45:31.699262Z,12.0,7.0,25,1734464568.0,19.0,12.0,0.0
16d30b6bb080c9ceac0ab0ca3b20111a,Barrio de las Flores,2024-12-17T19:45:31.699350Z,13.0,9.0,31,1734464623.0,23.0,10.0,4.0
18b3d4c21c5cec9d8e25fa0a6cab109a,Torre de Hércules,2024-12-17T19:45:31.698861Z,5.0,9.0,5,1734464577.0,15.0,5.0,0.0
18e32269ce7f371acf5ca7f016b07a2a,Campo de Marte,2024-12-17T19:45:31.699148Z,3.0,12.0,17,1734464578.0,15.0,0.0,3.0
198820c7b5fc5681e896110c4383a4a0,Hospital Abente y Lago,2024-12-17T19:45:31.699529Z,2.0,13.0,42,1734464615.0,15.0,2.0,0.0
1a77b47ff9c828307610737e1a9046c3,Plaza de Tabacos,2024-12-17T19:45:31.699087Z,9.0,10.0,14,1734464637.0,19.0,9.0,0.0
1df27d4197c65e404466107444967600,Casa del Agua,2024-12-17T19:45:31.699697Z,11.0,4.0,57,1734464573.0,16.0,11.0,0.0
2139f0834a27ab807a5edb3420c2841e,Plaza De Pontevedra,2024-12-17T19:45:31.698777Z,13.0,15.0,3,1734464692.0,29.0,13.0,0.0
280380564f13b15dbc782a43d2426689,Estación Autobuses,2024-12-17T19:45:31.698917Z,3.0,12.0,8,1734464527.0,15.0,3.0,0.0
2ad08bdfd5fda295855b0297d410716f,Orillamar,2024-12-17T19:45:31.699489Z,0.0,15.0,40,1734464638.0,15.0,0.0,0.0
2cdf0b7a087c888dee45f8c619ea5bb2,Aquarium,2024-12-17T19:45:31.698830Z,6.0,8.0,4,1734464633.0,15.0,5.0,1.0
2d16841278003915e01f897638776f63,Parque de Oza,2024-12-17T19:45:31.699611Z,6.0,9.0,49,1734464622.0,15.0,6.0,0.0
305b3112f5f1083876b2ce9146742596,Aparcamiento Matogrande,2024-12-17T19:45:31.699109Z,6.0,9.0,15,1734464595.0,15.0,6.0,0.0
447505d0e57db2f71d7572ceedcbb046,Agrela,2024-12-17T19:45:31.699307Z,4.0,19.0,28,1734464695.0,23.0,2.0,2.0
4c0262f67097091b43ca54b09a072bce,Paseo de Los Puentes,2024-12-17T19:45:31.699193Z,2.0,17.0,20,1734464634.0,19.0,0.0,2.0
5053bbeb34b876b59c45121ab341af93,Ágora,2024-12-17T19:45:31.699558Z,2.0,21.0,44,1734464696.0,23.0,1.0,1.0
5330f247a28be53b762427542867dd73,Campo de La Leña (Plaza De España),2024-12-17T19:45:31.699162Z,1.0,13.0,18,1734464682.0,15.0,0.0,1.0
7446dcc290f2570a47d4ed2bc9282ceb,Cuatro Caminos,2024-12-17T19:45:31.699622Z,6.0,15.0,50,1734464555.0,23.0,5.0,1.0
75e54fb28a5679603047bbd282047916,Puerto - Palexco,2024-12-17T19:45:31.698884Z,10.0,5.0,6,1734464660.0,15.0,10.0,0.0
88a676510bd52100c911fb1a9b5f87b4,Expocoruna,2024-12-17T19:45:31.699378Z,4.0,13.0,33,1734464634.0,19.0,4.0,0.0
8c078d095787b97917c07ab40bf3594e,Plaza Recife,2024-12-17T19:45:31.699600Z,4.0,11.0,47,1734464537.0,15.0,3.0,1.0
8dfd4b95e7f499296e03312c5b1f9e22,Plaza de San Rosendo,2024-12-17T19:45:31.699177Z,3.0,12.0,19,1734464635.0,15.0,2.0,1.0
938a003c099dc9b2c7411f2000b88022,Puerta Real,2024-12-17T19:45:31.699221Z,7.0,15.0,22,1734464630.0,23.0,7.0,0.0
95a1abdf86ec8d29deb7380938c2e02e,Plaza de Conchiñas,2024-12-17T19:45:31.699054Z,1.0,14.0,12,1734464524.0,15.0,0.0,1.0
9ba72d8f143fb690546e6950b2d53c97,Estación Tren,2024-12-17T19:45:31.698945Z,2.0,12.0,9,1734464546.0,15.0,2.0,0.0
9e7f93baecab42d934a507a9ef7e5938,Adormideras,2024-12-17T19:45:31.699279Z,3.0,14.0,26,1734464651.0,19.0,3.0,1.0
9e84dc079b6d308cb74dedeb0f98f345,Marineda,2024-12-17T19:45:31.699321Z,3.0,19.0,29,1734464586.0,23.0,3.0,0.0
a2893fa94f1de9a32b0b210b994f3e10,Parque de Santa Margarita,2024-12-17T19:45:31.699665Z,0.0,12.0,54,1734464646.0,13.0,0.0,0.0
a876e4f21fbf7e9873b395485d080c1f,Ciudad Escolar,2024-12-17T19:45:31.699405Z,14.0,3.0,36,1734464564.0,19.0,14.0,0.0
b376679bc7b9464f8f0edc775d71d5ad,Parque de Eirís,2024-12-17T19:45:31.699364Z,3.0,16.0,32,1734464566.0,19.0,3.0,0.0
b55aa9b4a84ef790d95fe5c43e4bd1ad,Novo Mesoiro,2024-12-17T19:45:31.699335Z,0.0,17.0,30,1734464660.0,17.0,0.0,0.0
bf735b3d92053c97f825a333f6686aac,Chuac,2024-12-17T19:45:31.699633Z,4.0,15.0,51,1734464573.0,19.0,4.0,0.0
c158d9e1e35d2323bb2bbf49da32c47b,Casa de Sol,2024-12-17T19:45:31.699132Z,2.0,13.0,16,1734464683.0,16.0,1.0,1.0
cc7469fb9362066706da43aafbe02e1f,Centro deportivo Elviña,2024-12-17T19:45:31.699644Z,5.0,14.0,52,1734464580.0,19.0,5.0,0.0
d03cf3099b20bc41dddaf4ee8b282dfa,Maestranza,2024-12-17T19:45:31.699391Z,7.0,11.0,35,1734464652.0,19.0,3.0,4.0
d9b01b13fb85506d591617ab5e8cf4bc,Mirador de los Castros,2024-12-17T19:45:31.698968Z,7.0,12.0,10,1734464576.0,19.0,7.0,0.0
daa753bf3bdb6d5b722734d126b843b1,Plaza de Vigo,2024-12-17T19:45:31.699072Z,4.0,13.0,13,1734464674.0,19.0,4.0,0.0
e97735d79704dc080f7ee1a2af1e402f,Obelisco,2024-12-17T19:45:31.698901Z,5.0,16.0,7,1734464698.0,23.0,5.0,0.0
f04ee4ffca2a6f3daacba88a9eee8487,Millenium,2024-12-17T19:45:31.699687Z,9.0,5.0,56,1734464649.0,15.0,9.0,0.0
f702a7b2b1631ace3781c405acb99b70,Praza de Ourense,2024-12-17T19:45:31.699513Z,12.0,3.0,41,1734464675.0,15.0,11.0,1.0
f86954a7b51703f735bce5b549cb4e16,Parque del Agra,2024-12-17T19:45:31.699572Z,2.0,13.0,45,1734464600.0,15.0,0.0,2.0
fb0d3f40ea7570546b171b43ccd57a2a,Rosales-Labañou,2024-12-17T19:45:31.699586Z,5.0,10.0,46,1734464684.0,15.0,5.0,0.0
